path,label,source,license_status,notes,split
raw/positive_synthetic/tsuchinoko_strict_positive_09.png,tsuchinoko_candidate,procedural_strict_positive,approved,procedural strict positive with short thick grounded tsuchinoko-like body,val
raw/positive_synthetic/tsuchinoko_strict_positive_10.png,tsuchinoko_candidate,procedural_strict_positive,approved,procedural strict positive with short thick grounded tsuchinoko-like body,val
raw/positive_synthetic/tsuchinoko_strict_positive_11.png,tsuchinoko_candidate,procedural_strict_positive,approved,procedural strict positive with short thick grounded tsuchinoko-like body,val
raw/positive_synthetic/tsuchinoko_strict_positive_12.png,tsuchinoko_candidate,procedural_strict_positive,approved,procedural strict positive with short thick grounded tsuchinoko-like body,val
raw/positive_synthetic/tsuchinoko_strict_positive_13.png,tsuchinoko_candidate,procedural_strict_positive,approved,procedural strict positive with short thick grounded tsuchinoko-like body,val
raw/positive_synthetic/tsuchinoko_strict_positive_14.png,tsuchinoko_candidate,procedural_strict_positive,approved,procedural strict positive with short thick grounded tsuchinoko-like body,val
raw/positive_synthetic/tsuchinoko_strict_positive_15.png,tsuchinoko_candidate,procedural_strict_positive,approved,procedural strict positive with short thick grounded tsuchinoko-like body,val
raw/positive_synthetic/tsuchinoko_strict_positive_16.png,tsuchinoko_candidate,procedural_strict_positive,approved,procedural strict positive with short thick grounded tsuchinoko-like body,val
raw/positive_synthetic/tsuchinoko_strict_positive_17.png,tsuchinoko_candidate,procedural_strict_positive,approved,procedural strict positive with short thick grounded tsuchinoko-like body,val
raw/positive_synthetic/tsuchinoko_strict_positive_18.png,tsuchinoko_candidate,procedural_strict_positive,approved,procedural strict positive with short thick grounded tsuchinoko-like body,val
raw/positive_synthetic/tsuchinoko_strict_positive_19.png,tsuchinoko_candidate,procedural_strict_positive,approved,procedural strict positive with short thick grounded tsuchinoko-like body,train
raw/positive_synthetic/tsuchinoko_strict_positive_20.png,tsuchinoko_candidate,procedural_strict_positive,approved,procedural strict positive with short thick grounded tsuchinoko-like body,train
raw/positive_synthetic/tsuchinoko_strict_positive_21.png,tsuchinoko_candidate,procedural_strict_positive,approved,procedural strict positive with short thick grounded tsuchinoko-like body,train
raw/positive_synthetic/tsuchinoko_strict_positive_22.png,tsuchinoko_candidate,procedural_strict_positive,approved,procedural strict positive with short thick grounded tsuchinoko-like body,train
raw/positive_synthetic/tsuchinoko_strict_positive_23.png,tsuchinoko_candidate,procedural_strict_positive,approved,procedural strict positive with short thick grounded tsuchinoko-like body,train
raw/positive_synthetic/tsuchinoko_strict_positive_24.png,tsuchinoko_candidate,procedural_strict_positive,approved,procedural strict positive with short thick grounded tsuchinoko-like body,train
raw/positive_synthetic/tsuchinoko_strict_positive_25.png,tsuchinoko_candidate,procedural_strict_positive,approved,procedural strict positive with short thick grounded tsuchinoko-like body,train
raw/positive_synthetic/tsuchinoko_strict_positive_26.png,tsuchinoko_candidate,procedural_strict_positive,approved,procedural strict positive with short thick grounded tsuchinoko-like body,train
raw/positive_synthetic/tsuchinoko_strict_positive_27.png,tsuchinoko_candidate,procedural_strict_positive,approved,procedural strict positive with short thick grounded tsuchinoko-like body,train
raw/positive_synthetic/tsuchinoko_strict_positive_28.png,tsuchinoko_candidate,procedural_strict_positive,approved,procedural strict positive with short thick grounded tsuchinoko-like body,train
raw/positive_synthetic/tsuchinoko_strict_positive_29.png,tsuchinoko_candidate,procedural_strict_positive,approved,procedural strict positive with short thick grounded tsuchinoko-like body,train
raw/positive_synthetic/tsuchinoko_strict_positive_30.png,tsuchinoko_candidate,procedural_strict_positive,approved,procedural strict positive with short thick grounded tsuchinoko-like body,train
raw/positive_synthetic/tsuchinoko_strict_positive_31.png,tsuchinoko_candidate,procedural_strict_positive,approved,procedural strict positive with short thick grounded tsuchinoko-like body,train
raw/positive_synthetic/tsuchinoko_strict_positive_32.png,tsuchinoko_candidate,procedural_strict_positive,approved,procedural strict positive with short thick grounded tsuchinoko-like body,train
raw/positive_synthetic/tsuchinoko_strict_positive_33.png,tsuchinoko_candidate,procedural_strict_positive,approved,procedural strict positive with short thick grounded tsuchinoko-like body,train
raw/positive_synthetic/tsuchinoko_strict_positive_34.png,tsuchinoko_candidate,procedural_strict_positive,approved,procedural strict positive with short thick grounded tsuchinoko-like body,train
raw/positive_synthetic/tsuchinoko_strict_positive_35.png,tsuchinoko_candidate,procedural_strict_positive,approved,procedural strict positive with short thick grounded tsuchinoko-like body,train
raw/positive_synthetic/tsuchinoko_strict_positive_36.png,tsuchinoko_candidate,procedural_strict_positive,approved,procedural strict positive with short thick grounded tsuchinoko-like body,train
raw/positive_synthetic/tsuchinoko_strict_positive_37.png,tsuchinoko_candidate,procedural_strict_positive,approved,procedural strict positive with short thick grounded tsuchinoko-like body,train
raw/positive_synthetic/tsuchinoko_strict_positive_38.png,tsuchinoko_candidate,procedural_strict_positive,approved,procedural strict positive with short thick grounded tsuchinoko-like body,train
raw/positive_synthetic/tsuchinoko_strict_positive_39.png,tsuchinoko_candidate,procedural_strict_positive,approved,procedural strict positive with short thick grounded tsuchinoko-like body,train
raw/positive_synthetic/tsuchinoko_strict_positive_40.png,tsuchinoko_candidate,procedural_strict_positive,approved,procedural strict positive with short thick grounded tsuchinoko-like body,train
raw/positive_synthetic/tsuchinoko_strict_positive_41.png,tsuchinoko_candidate,procedural_strict_positive,approved,procedural strict positive with short thick grounded tsuchinoko-like body,train
raw/positive_synthetic/tsuchinoko_strict_positive_42.png,tsuchinoko_candidate,procedural_strict_positive,approved,procedural strict positive with short thick grounded tsuchinoko-like body,train
raw/positive_synthetic/tsuchinoko_strict_positive_43.png,tsuchinoko_candidate,procedural_strict_positive,approved,procedural strict positive with short thick grounded tsuchinoko-like body,train
raw/positive_synthetic/tsuchinoko_strict_positive_44.png,tsuchinoko_candidate,procedural_strict_positive,approved,procedural strict positive with short thick grounded tsuchinoko-like body,train
raw/positive_synthetic/tsuchinoko_strict_positive_45.png,tsuchinoko_candidate,procedural_strict_positive,approved,procedural strict positive with short thick grounded tsuchinoko-like body,train
raw/positive_synthetic/tsuchinoko_strict_positive_46.png,tsuchinoko_candidate,procedural_strict_positive,approved,procedural strict positive with short thick grounded tsuchinoko-like body,train
raw/positive_synthetic/tsuchinoko_strict_positive_47.png,tsuchinoko_candidate,procedural_strict_positive,approved,procedural strict positive with short thick grounded tsuchinoko-like body,train
raw/positive_synthetic/tsuchinoko_strict_positive_48.png,tsuchinoko_candidate,procedural_strict_positive,approved,procedural strict positive with short thick grounded tsuchinoko-like body,train
raw/positive_synthetic/tsuchinoko_strict_positive_49.png,tsuchinoko_candidate,procedural_strict_positive,approved,procedural strict positive with short thick grounded tsuchinoko-like body,train
raw/positive_synthetic/tsuchinoko_strict_positive_50.png,tsuchinoko_candidate,procedural_strict_positive,approved,procedural strict positive with short thick grounded tsuchinoko-like body,train
raw/positive_synthetic/tsuchinoko_strict_positive_51.png,tsuchinoko_candidate,procedural_strict_positive,approved,procedural strict positive with short thick grounded tsuchinoko-like body,train
raw/positive_synthetic/tsuchinoko_strict_positive_52.png,tsuchinoko_candidate,procedural_strict_positive,approved,procedural strict positive with short thick grounded tsuchinoko-like body,train
raw/positive_synthetic/tsuchinoko_strict_positive_53.png,tsuchinoko_candidate,procedural_strict_positive,approved,procedural strict positive with short thick grounded tsuchinoko-like body,train
raw/positive_synthetic/tsuchinoko_strict_positive_54.png,tsuchinoko_candidate,procedural_strict_positive,approved,procedural strict positive with short thick grounded tsuchinoko-like body,train
raw/positive_synthetic/tsuchinoko_strict_positive_55.png,tsuchinoko_candidate,procedural_strict_positive,approved,procedural strict positive with short thick grounded tsuchinoko-like body,train
raw/positive_synthetic/tsuchinoko_strict_positive_56.png,tsuchinoko_candidate,procedural_strict_positive,approved,procedural strict positive with short thick grounded tsuchinoko-like body,train
raw/positive_synthetic/tsuchinoko_strict_positive_57.png,tsuchinoko_candidate,procedural_strict_positive,approved,procedural strict positive with short thick grounded tsuchinoko-like body,train
raw/positive_synthetic/tsuchinoko_strict_positive_58.png,tsuchinoko_candidate,procedural_strict_positive,approved,procedural strict positive with short thick grounded tsuchinoko-like body,train
raw/positive_synthetic/tsuchinoko_strict_positive_59.png,tsuchinoko_candidate,procedural_strict_positive,approved,procedural strict positive with short thick grounded tsuchinoko-like body,train
raw/positive_synthetic/tsuchinoko_strict_positive_60.png,tsuchinoko_candidate,procedural_strict_positive,approved,procedural strict positive with short thick grounded tsuchinoko-like body,train
raw/positive_synthetic/tsuchinoko_strict_positive_61.png,tsuchinoko_candidate,procedural_strict_positive,approved,procedural strict positive with short thick grounded tsuchinoko-like body,train
raw/positive_synthetic/tsuchinoko_strict_positive_62.png,tsuchinoko_candidate,procedural_strict_positive,approved,procedural strict positive with short thick grounded tsuchinoko-like body,train
raw/positive_synthetic/tsuchinoko_strict_positive_63.png,tsuchinoko_candidate,procedural_strict_positive,approved,procedural strict positive with short thick grounded tsuchinoko-like body,train
raw/positive_synthetic/tsuchinoko_strict_positive_64.png,tsuchinoko_candidate,procedural_strict_positive,approved,procedural strict positive with short thick grounded tsuchinoko-like body,train
raw/positive_synthetic/tsuchinoko_strict_positive_65.png,tsuchinoko_candidate,procedural_strict_positive,approved,procedural strict positive with short thick grounded tsuchinoko-like body,train
raw/positive_synthetic/tsuchinoko_strict_positive_66.png,tsuchinoko_candidate,procedural_strict_positive,approved,procedural strict positive with short thick grounded tsuchinoko-like body,train
raw/positive_synthetic/tsuchinoko_strict_positive_67.png,tsuchinoko_candidate,procedural_strict_positive,approved,procedural strict positive with short thick grounded tsuchinoko-like body,train
raw/positive_synthetic/tsuchinoko_strict_positive_68.png,tsuchinoko_candidate,procedural_strict_positive,approved,procedural strict positive with short thick grounded tsuchinoko-like body,train
raw/positive_synthetic/tsuchinoko_strict_positive_69.png,tsuchinoko_candidate,procedural_strict_positive,approved,procedural strict positive with short thick grounded tsuchinoko-like body,train
raw/positive_synthetic/tsuchinoko_strict_positive_70.png,tsuchinoko_candidate,procedural_strict_positive,approved,procedural strict positive with short thick grounded tsuchinoko-like body,train
raw/positive_synthetic/tsuchinoko_strict_positive_71.png,tsuchinoko_candidate,procedural_strict_positive,approved,procedural strict positive with short thick grounded tsuchinoko-like body,train
raw/positive_synthetic/tsuchinoko_strict_positive_72.png,tsuchinoko_candidate,procedural_strict_positive,approved,procedural strict positive with short thick grounded tsuchinoko-like body,train
